,State,County,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
1634,MT,Cascade,"38,241","36,697","1,544",4.0
1635,MT,Chouteau,"2,520","2,438",82,3.0
1636,MT,Custer,"6,378","6,168",210,3.0
1637,MT,Daniels,942,918,24,3.0
1638,MT,Dawson,"4,813","4,662",151,3.0
1639,MT,Deer,"5,228","5,020",208,4.0
1640,MT,Fallon,"1,967","1,921",46,2.0
1641,MT,Fergus,"5,692","5,457",235,4.0
1642,MT,Flathead,"44,753","42,194","2,559",6.0
1643,MT,Gallatin,"59,360","57,576","1,784",3.0
1644,MT,Garfield,761,740,21,3.0
1645,MT,Glacier,"5,845","5,319",526,9.0
1646,MT,Golden,379,363,16,4.0
1647,MT,Granite,"1,557","1,460",97,6.0
1648,MT,Hill,"7,783","7,458",325,4.0
1649,MT,Jefferson,"5,574","5,347",227,4.0
1650,MT,Judith,992,958,34,3.0
1651,MT,Lake,"12,677","12,044",633,5.0
1652,MT,Lewis,"34,952","33,776","1,176",3.0
1653,MT,Liberty,984,958,26,3.0
1654,MT,Lincoln,"7,795","7,009",786,10.0
1655,MT,McCone,"1,060","1,037",23,2.0
1656,MT,Madison,"4,280","4,125",155,4.0
1657,MT,Meagher,935,901,34,4.0
1658,MT,Mineral,"1,725","1,581",144,8.0
1659,MT,Missoula,"60,422","58,051","2,371",4.0
1660,MT,Musselshell,"2,405","2,302",103,4.0
1661,MT,Park,"8,286","7,889",397,5.0
1662,MT,Petroleum,284,269,15,5.0
1663,MT,Phillips,"1,974","1,874",100,5.0
1664,MT,Pondera,"2,862","2,734",128,5.0
1665,MT,Powder,"1,054","1,027",27,3.0
1666,MT,Powell,"2,955","2,824",131,4.0
1667,MT,Prairie,528,506,22,4.0
1668,MT,Ravalli,"19,190","18,190","1,000",5.0
1669,MT,Richland,"6,869","6,647",222,3.0
1670,MT,Roosevelt,"4,685","4,439",246,5.0
1671,MT,Rosebud,"4,169","3,946",223,5.0
1672,MT,Sanders,"4,696","4,306",390,8.0
1673,MT,Sheridan,"2,072","2,020",52,3.0
1674,MT,Silver,"17,103","16,370",733,4.0
1675,MT,Stillwater,"4,922","4,738",184,4.0
1676,MT,Sweet,"1,786","1,736",50,3.0
1677,MT,Teton,"2,886","2,775",111,4.0
1678,MT,Toole,"2,295","2,217",78,3.0
1679,MT,Treasure,357,339,18,5.0
1680,MT,Valley,"4,383","4,246",137,3.0
1681,MT,Wheatland,787,744,43,6.0
1682,MT,Wibaux,545,527,18,3.0
1683,MT,Yellowstone,"80,651","77,979","2,672",3.0
1685,NE,Adams,"16,611","16,091",520,3.0
1686,NE,Antelope,"3,595","3,503",92,3.0
1687,NE,Arthur,224,214,10,5.0
1688,NE,Banner,440,425,15,3.0
1689,NE,Blaine,268,256,12,5.0
1690,NE,Boone,"3,011","2,937",74,3.0
1691,NE,Box,"5,660","5,490",170,3.0
1692,NE,Boyd,"1,089","1,060",29,3.0
1693,NE,Brown,"1,394","1,342",52,4.0
1694,NE,Buffalo,"27,134","26,472",662,2.0
1695,NE,Burt,"3,609","3,478",131,4.0
1696,NE,Butler,"4,738","4,606",132,3.0
1697,NE,Cass,"13,069","12,635",434,3.0
1698,NE,Cedar,"4,642","4,531",111,2.0
1699,NE,Chase,"2,338","2,293",45,2.0
1700,NE,Cherry,"3,450","3,370",80,2.0
1701,NE,Cheyenne,"5,747","5,622",125,2.0
1702,NE,Clay,"3,374","3,275",99,3.0
1703,NE,Colfax,"5,550","5,405",145,3.0
1704,NE,Cuming,"4,839","4,710",129,3.0
1705,NE,Custer,"6,284","6,144",140,2.0
1706,NE,Dakota,"10,994","10,605",389,4.0
1707,NE,Dawes,"5,250","5,114",136,3.0
1708,NE,Dawson,"13,062","12,648",414,3.0
1709,NE,Deuel,"1,074","1,047",27,3.0
1710,NE,Dixon,"3,082","2,980",102,3.0
1711,NE,Dodge,"19,093","18,471",622,3.0
1712,NE,Douglas,"286,727","277,240","9,487",3.0
1713,NE,Dundy,"1,197","1,172",25,2.0
1714,NE,Fillmore,"3,208","3,113",95,3.0
1715,NE,Franklin,"1,511","1,475",36,2.0
1716,NE,Frontier,"1,532","1,495",37,2.0
1717,NE,Furnas,"2,728","2,656",72,3.0
1718,NE,Gage,"11,045","10,645",400,4.0
1719,NE,Garden,"1,196","1,167",29,2.0
1720,NE,Garfield,"1,194","1,165",29,2.0
1721,NE,Gosper,"1,075","1,048",27,3.0
1722,NE,Grant,435,425,10,2.0
1723,NE,Greeley,"1,249","1,210",39,3.0
1724,NE,Hall,"31,591","30,346","1,245",4.0
1725,NE,Hamilton,"4,672","4,537",135,3.0
1726,NE,Harlan,"1,786","1,748",38,2.0
1727,NE,Hayes,616,602,14,2.0
1728,NE,Hitchcock,"1,321","1,278",43,3.0
1729,NE,Holt,"5,867","5,727",140,2.0
1730,NE,Hooker,405,388,17,4.0
1731,NE,Howard,"3,309","3,188",121,4.0
1732,NE,Jefferson,"4,274","4,158",116,3.0
1733,NE,Johnson,"2,124","2,054",70,3.0
1734,NE,Kearney,"3,792","3,708",84,2.0
1735,NE,Keith,"4,684","4,559",125,3.0
1736,NE,Keya,660,646,14,2.0
1737,NE,Kimball,"2,051","1,978",73,4.0
1738,NE,Knox,"4,717","4,566",151,3.0
1739,NE,Lancaster,"167,490","163,068","4,422",3.0
1740,NE,Lincoln,"18,535","17,998",537,3.0
1741,NE,Logan,492,478,14,3.0
1742,NE,Loup,379,365,14,4.0
1743,NE,McPherson,461,452,9,2.0
1744,NE,Madison,"19,206","18,680",526,3.0
1745,NE,Merrick,"4,026","3,876",150,4.0
1746,NE,Morrill,"2,650","2,574",76,3.0
1747,NE,Nance,"2,065","2,014",51,3.0
1748,NE,Nemaha,"3,689","3,554",135,4.0
1749,NE,Nuckolls,"2,381","2,320",61,3.0
1750,NE,Otoe,"8,199","7,928",271,3.0
1751,NE,Pawnee,"1,672","1,629",43,3.0
1752,NE,Perkins,"1,835","1,801",34,2.0
1753,NE,Phelps,"4,992","4,873",119,2.0
1754,NE,Pierce,"4,167","4,061",106,3.0
1755,NE,Platte,"17,141","16,630",511,3.0
1756,NE,Polk,"2,909","2,835",74,3.0
1757,NE,Red,"6,102","5,941",161,3.0
1758,NE,Richardson,"4,300","4,162",138,3.0
1759,NE,Rock,859,836,23,3.0
1760,NE,Saline,"7,278","7,065",213,3.0
1761,NE,Sarpy,"90,635","88,088","2,547",3.0
1762,NE,Saunders,"10,926","10,590",336,3.0
1763,NE,Scotts,"18,659","18,028",631,3.0
1764,NE,Seward,"8,696","8,443",253,3.0
1765,NE,Sheridan,"2,730","2,656",74,3.0
1766,NE,Sherman,"1,709","1,659",50,3.0
1767,NE,Sioux,788,768,20,3.0
1768,NE,Stanton,"3,504","3,415",89,3.0
1769,NE,Thayer,"2,967","2,897",70,2.0
1770,NE,Thomas,435,422,13,3.0
1771,NE,Thurston,"2,970","2,812",158,5.0
1772,NE,Valley,"2,063","2,005",58,3.0
1773,NE,Washington,"10,935","10,607",328,3.0
1774,NE,Wayne,"5,539","5,398",141,3.0
1775,NE,Webster,"1,725","1,664",61,4.0
1776,NE,Wheeler,562,549,13,2.0
1777,NE,York,"7,339","7,126",213,3.0
1779,NV,Churchill,"10,616","9,885",731,7.0
1780,NV,Clark,"1,038,703","967,633","71,070",7.0
1781,NV,Douglas,"22,496","20,982","1,514",7.0
1782,NV,Elko,"26,947","25,564","1,383",5.0
1783,NV,Esmeralda,530,507,23,4.0
1784,NV,Eureka,"1,003",944,59,6.0
1785,NV,Humboldt,"8,467","7,974",493,6.0
1786,NV,Lander,"3,282","3,064",218,7.0
1787,NV,Lincoln,"1,971","1,852",119,6.0
1788,NV,Lyon,"21,895","19,857","2,038",9.0
1789,NV,Mineral,"1,617","1,451",166,10.0
1790,NV,Nye,"16,184","14,777","1,407",9.0
1791,NV,Pershing,"2,511","2,341",170,7.0
1792,NV,Storey,"1,873","1,734",139,7.0
1793,NV,Washoe,"225,943","211,811","14,132",6.0
1794,NV,White,"4,823","4,566",257,5.0
1795,NV,Carson,"24,877","23,080","1,797",7.0
1797,NH,Belknap,"31,461","30,413","1,048",3.0
1798,NH,Carroll,"23,694","22,872",822,4.0
1799,NH,Cheshire,"41,366","40,057","1,309",3.0
1800,NH,Coos,"14,755","14,111",644,4.0
1801,NH,Grafton,"48,443","47,113","1,330",3.0
1802,NH,Hillsborough,"228,760","220,595","8,165",4.0
1803,NH,Merrimack,"80,956","78,464","2,492",3.0
1804,NH,Rockingham,"177,990","171,595","6,395",4.0
1805,NH,Strafford,"70,939","68,727","2,212",3.0
1806,NH,Sullivan,"23,577","22,930",647,3.0
1808,NJ,Atlantic,"127,902","115,665","12,237",10.0
1809,NJ,Bergen,"483,915","461,124","22,791",5.0
1810,NJ,Burlington,"232,623","220,189","12,434",5.0
1811,NJ,Camden,"255,390","238,892","16,498",7.0
1812,NJ,Cape,"48,534","43,143","5,391",11.0
1813,NJ,Cumberland,"68,117","62,100","6,017",9.0
1814,NJ,Essex,"375,066","349,110","25,956",7.0
1815,NJ,Gloucester,"149,930","140,845","9,085",6.0
1816,NJ,Hudson,"362,284","342,752","19,532",5.0
1817,NJ,Hunterdon,"65,534","62,747","2,787",4.0
1818,NJ,Mercer,"198,447","188,505","9,942",5.0
1819,NJ,Middlesex,"440,742","418,062","22,680",5.0
1820,NJ,Monmouth,"329,935","312,901","17,034",5.0
1821,NJ,Morris,"262,029","250,565","11,464",4.0
1822,NJ,Ocean,"268,497","251,911","16,586",6.0
1823,NJ,Passaic,"248,816","231,177","17,639",7.0
1824,NJ,Salem,"31,080","28,792","2,288",7.0
1825,NJ,Somerset,"174,324","166,357","7,967",5.0
1826,NJ,Sussex,"76,640","72,454","4,186",6.0
1827,NJ,Union,"280,235","263,283","16,952",6.0
1828,NJ,Warren,"57,192","54,121","3,071",5.0
1830,NM,Bernalillo,"320,916","302,038","18,878",6.0
1831,NM,Catron,"1,187","1,088",99,8.0
1832,NM,Chaves,"27,594","25,858","1,736",6.0
1833,NM,Cibola,"9,228","8,491",737,8.0
1834,NM,Colfax,"6,012","5,652",360,6.0
1835,NM,Curry,"21,806","20,743","1,063",5.0
1836,NM,De,847,804,43,5.0
1837,NM,Dona,"93,919","87,061","6,858",7.0
1838,NM,Eddy,"29,685","28,226","1,459",5.0
1839,NM,Grant,"12,417","11,614",803,7.0
1840,NM,Guadalupe,"1,627","1,512",115,7.0
1841,NM,Harding,284,260,24,9.0
1842,NM,Hidalgo,"2,127","1,995",132,6.0
1843,NM,Lea,"29,783","27,941","1,842",6.0
1844,NM,Lincoln,"8,655","8,157",498,6.0
1845,NM,Los,"8,466","8,125",341,4.0
1846,NM,Luna,"10,993","9,092","1,901",17.0
1847,NM,McKinley,"24,194","21,833","2,361",10.0
1848,NM,Mora,"2,260","2,041",219,10.0
1849,NM,Otero,"24,895","23,357","1,538",6.0
1850,NM,Quay,"3,257","3,026",231,7.0
1851,NM,Rio,"16,522","15,199","1,323",8.0
1852,NM,Roosevelt,"8,007","7,575",432,5.0
1853,NM,Sandoval,"61,805","57,709","4,096",7.0
1854,NM,San,"55,383","51,574","3,809",7.0
1855,NM,San,"11,041","10,195",846,8.0
1856,NM,Santa,"72,865","68,976","3,889",5.0
1857,NM,Sierra,"4,011","3,647",364,9.0
1858,NM,Socorro,"6,510","6,019",491,8.0
1859,NM,Taos,"14,850","13,492","1,358",9.0
1860,NM,Torrance,"5,441","4,950",491,9.0
1861,NM,Union,"1,884","1,802",82,4.0
1862,NM,Valencia,"29,529","27,335","2,194",7.0
1864,NY,Albany,"159,383","152,461","6,922",4.0
1865,NY,Allegany,"20,458","19,129","1,329",7.0
1866,NY,Bronx,"613,190","565,512","47,678",8.0
1867,NY,Broome,"87,272","82,072","5,200",6.0
1868,NY,Cattaraugus,"35,412","33,189","2,223",6.0
1869,NY,Cayuga,"37,279","35,291","1,988",5.0
1870,NY,Chautauqua,"57,925","54,438","3,487",6.0
1871,NY,Chemung,"37,681","35,473","2,208",6.0
1872,NY,Chenango,"23,216","21,952","1,264",5.0
1873,NY,Clinton,"36,125","34,024","2,101",6.0
1874,NY,Columbia,"31,588","30,331","1,257",4.0
1875,NY,Cortland,"23,403","22,028","1,375",6.0
1876,NY,Delaware,"19,609","18,435","1,174",6.0
1877,NY,Dutchess,"144,065","137,603","6,462",5.0
1878,NY,Erie,"451,194","427,193","24,001",5.0
1879,NY,Essex,"17,409","16,363","1,046",6.0
1880,NY,Franklin,"20,083","18,779","1,304",7.0
1881,NY,Fulton,"23,580","22,064","1,516",6.0
1882,NY,Genesee,"30,270","28,774","1,496",5.0
1883,NY,Greene,"20,836","19,665","1,171",6.0
1884,NY,Hamilton,"2,448","2,283",165,7.0
1885,NY,Herkimer,"28,580","26,800","1,780",6.0
1886,NY,Jefferson,"46,788","43,708","3,080",7.0
1887,NY,Kings,"1,229,405","1,156,891","72,514",6.0
1888,NY,Lewis,"11,834","11,016",818,7.0
1889,NY,Livingston,"31,425","29,776","1,649",5.0
1890,NY,Madison,"33,077","31,201","1,876",6.0
1891,NY,Monroe,"367,520","348,923","18,597",5.0
1892,NY,Montgomery,"22,397","20,929","1,468",7.0
1893,NY,Nassau,"701,610","672,024","29,586",4.0
1894,NY,New,"920,921","876,135","44,786",5.0
1895,NY,Niagara,"101,710","95,451","6,259",6.0
1896,NY,Oneida,"102,702","97,231","5,471",5.0
1897,NY,Onondaga,"223,748","212,733","11,015",5.0
1898,NY,Ontario,"55,378","52,768","2,610",5.0
1899,NY,Orange,"178,984","170,653","8,331",5.0
1900,NY,Orleans,"17,977","16,834","1,143",6.0
1901,NY,Oswego,"54,331","50,435","3,896",7.0
1902,NY,Otsego,"28,868","27,313","1,555",5.0
1903,NY,Putnam,"50,903","48,735","2,168",4.0
1904,NY,Queens,"1,171,067","1,112,332","58,735",5.0
1905,NY,Rensselaer,"82,047","78,237","3,810",5.0
1906,NY,Richmond,"222,148","209,186","12,962",6.0
1907,NY,Rockland,"153,062","146,141","6,921",5.0
1908,NY,St.,"44,139","40,922","3,217",7.0
1909,NY,Saratoga,"117,549","112,677","4,872",4.0
1910,NY,Schenectady,"76,183","72,596","3,587",5.0
1911,NY,Schoharie,"14,757","13,901",856,6.0
1912,NY,Schuyler,"8,399","7,845",554,7.0
1913,NY,Seneca,"15,812","15,000",812,5.0
1914,NY,Steuben,"43,956","41,194","2,762",6.0
1915,NY,Suffolk,"780,621","743,913","36,708",5.0
1916,NY,Sullivan,"33,904","32,077","1,827",5.0
1917,NY,Tioga,"23,517","22,216","1,301",6.0
1918,NY,Tompkins,"50,714","48,486","2,228",4.0
1919,NY,Ulster,"88,848","84,584","4,264",5.0
1920,NY,Warren,"32,441","30,647","1,794",6.0
1921,NY,Washington,"28,818","27,373","1,445",5.0
1922,NY,Wayne,"44,542","42,174","2,368",5.0
1923,NY,Westchester,"481,220","459,373","21,847",5.0
1924,NY,Wyoming,"18,483","17,443","1,040",6.0
1925,NY,Yates,"11,810","11,222",588,5.0
1926,NC,North,"4,768,806","4,495,190","273,616",6.0
1927,NC,Alamance,"77,289","73,147","4,142",5.0
1928,NC,Alexander,"17,539","16,675",864,5.0
1929,NC,Alleghany,"4,466","4,192",274,6.0
1930,NC,Anson,"10,829","10,122",707,7.0
1931,NC,Ashe,"12,310","11,569",741,6.0
1932,NC,Avery,"7,531","7,084",447,6.0
1933,NC,Beaufort,"20,117","18,791","1,326",7.0
1934,NC,Bertie,"8,603","7,981",622,7.0
1935,NC,Bladen,"14,740","13,567","1,173",8.0
1936,NC,Brunswick,"48,537","44,994","3,543",7.0
1937,NC,Buncombe,"130,400","124,712","5,688",4.0
1938,NC,Burke,"39,325","37,114","2,211",6.0
1939,NC,Cabarrus,"97,608","92,552","5,056",5.0
1940,NC,Caldwell,"35,465","33,244","2,221",6.0
1941,NC,Camden,"4,612","4,348",264,6.0
1942,NC,Carteret,"31,335","29,480","1,855",6.0
1943,NC,Caswell,"9,624","9,017",607,6.0
1944,NC,Catawba,"75,149","71,007","4,142",6.0
1945,NC,Chatham,"33,383","31,799","1,584",5.0
1946,NC,Cherokee,"11,121","10,403",718,7.0
1947,NC,Chowan,"5,640","5,237",403,7.0
1948,NC,Clay,"4,045","3,796",249,6.0
1949,NC,Cleveland,"46,086","43,141","2,945",6.0
1950,NC,Columbus,"22,610","20,907","1,703",8.0
1951,NC,Craven,"41,340","38,837","2,503",6.0
1952,NC,Cumberland,"126,260","117,036","9,224",7.0
1953,NC,Currituck,"12,848","12,103",745,6.0
1954,NC,Dare,"20,299","18,785","1,514",8.0
1955,NC,Davidson,"78,735","74,355","4,380",6.0
1956,NC,Davie,"19,848","18,849",999,5.0
1957,NC,Duplin,"26,488","24,969","1,519",6.0
1958,NC,Durham,"156,610","148,757","7,853",5.0
1959,NC,Edgecombe,"22,820","20,635","2,185",10.0
1960,NC,Forsyth,"179,729","169,830","9,899",6.0
1961,NC,Franklin,"28,715","27,014","1,701",6.0
1962,NC,Gaston,"102,781","96,604","6,177",6.0
1963,NC,Gates,"5,144","4,862",282,6.0
1964,NC,Graham,"3,187","2,805",382,12.0
1965,NC,Granville,"28,531","27,121","1,410",5.0
1966,NC,Greene,"9,480","8,955",525,6.0
1967,NC,Guilford,"256,282","241,229","15,053",6.0
1968,NC,Halifax,"20,772","18,941","1,831",9.0
1969,NC,Harnett,"50,251","46,878","3,373",7.0
1970,NC,Haywood,"27,651","26,197","1,454",5.0
1971,NC,Henderson,"50,660","48,252","2,408",5.0
1972,NC,Hertford,"9,221","8,570",651,7.0
1973,NC,Hoke,"19,831","18,257","1,574",8.0
1974,NC,Hyde,"2,145","1,949",196,9.0
1975,NC,Iredell,"82,183","77,666","4,517",6.0
1976,NC,Jackson,"18,465","17,340","1,125",6.0
1977,NC,Johnston,"88,159","83,549","4,610",5.0
1978,NC,Jones,"4,548","4,286",262,6.0
1979,NC,Lee,"26,090","24,208","1,882",7.0
1980,NC,Lenoir,"27,741","25,980","1,761",6.0
1981,NC,Lincoln,"40,614","38,408","2,206",5.0
1982,NC,McDowell,"21,260","20,091","1,169",6.0
1983,NC,Macon,"15,119","14,187",932,6.0
1984,NC,Madison,"9,470","8,930",540,6.0
1985,NC,Martin,"9,717","8,971",746,8.0
1986,NC,Mecklenburg,"565,288","534,989","30,299",5.0
1987,NC,Mitchell,"6,311","5,879",432,7.0
1988,NC,Montgomery,"11,625","10,963",662,6.0
1989,NC,Moore,"38,289","36,069","2,220",6.0
1990,NC,Nash,"43,865","40,670","3,195",7.0
1991,NC,New,"113,388","107,314","6,074",5.0
1992,NC,Northampton,"7,866","7,273",593,8.0
1993,NC,Onslow,"63,749","59,993","3,756",6.0
1994,NC,Orange,"73,372","69,975","3,397",5.0
1995,NC,Pamlico,"5,335","5,017",318,6.0
1996,NC,Pasquotank,"17,450","16,185","1,265",7.0
1997,NC,Pender,"26,017","24,431","1,586",6.0
1998,NC,Perquimans,"5,156","4,788",368,7.0
1999,NC,Person,"17,884","16,670","1,214",7.0
2000,NC,Pitt,"87,688","82,376","5,312",6.0
2001,NC,Polk,"8,661","8,220",441,5.0
2002,NC,Randolph,"66,641","62,839","3,802",6.0
2003,NC,Richmond,"16,926","15,586","1,340",8.0
2004,NC,Robeson,"51,047","46,723","4,324",9.0
2005,NC,Rockingham,"41,121","38,400","2,721",7.0
2006,NC,Rowan,"63,095","59,252","3,843",6.0
2007,NC,Rutherford,"25,050","23,104","1,946",8.0
2008,NC,Sampson,"29,543","27,794","1,749",6.0
2009,NC,Scotland,"11,860","10,603","1,257",11.0
2010,NC,Stanly,"28,796","27,263","1,533",5.0
2011,NC,Stokes,"21,804","20,620","1,184",5.0
2012,NC,Surry,"33,328","31,522","1,806",5.0
2013,NC,Swain,"6,775","6,255",520,8.0
2014,NC,Transylvania,"13,546","12,809",737,5.0
2015,NC,Tyrrell,"1,547","1,400",147,10.0
2016,NC,Union,"112,322","106,879","5,443",5.0
2017,NC,Vance,"18,047","16,501","1,546",9.0
2018,NC,Wake,"539,483","514,064","25,419",5.0
2019,NC,Warren,"7,212","6,614",598,8.0
2020,NC,Washington,"4,967","4,536",431,9.0
2021,NC,Watauga,"27,391","26,064","1,327",5.0
2022,NC,Wayne,"53,729","50,472","3,257",6.0
2023,NC,Wilkes,"29,629","27,945","1,684",6.0
2024,NC,Wilson,"36,751","33,260","3,491",10.0
2025,NC,Yadkin,"17,487","16,613",874,5.0
2026,NC,Yancey,"7,415","6,978",437,6.0
2028,ND,Adams,"1,109","1,077",32,3.0
2029,ND,Barnes,"5,647","5,466",181,3.0
2030,ND,Benson,"2,481","2,367",114,5.0
2031,ND,Billings,468,454,14,3.0
2032,ND,Bottineau,"3,243","3,101",142,4.0
2033,ND,Bowman,"1,863","1,828",35,2.0
2034,ND,Burke,"1,182","1,143",39,3.0
2035,ND,Burleigh,"48,981","47,814","1,167",2.0
2036,ND,Cass,"95,417","93,277","2,140",2.0
2037,ND,Cavalier,"2,062","2,005",57,3.0
2038,ND,Dickey,"2,553","2,506",47,2.0
2039,ND,Divide,"1,816","1,783",33,2.0
2040,ND,Dunn,"4,020","3,941",79,2.0
2041,ND,Eddy,"1,271","1,210",61,5.0
2042,ND,Emmons,"1,553","1,476",77,5.0
2043,ND,Foster,"1,630","1,583",47,3.0
2044,ND,Golden,978,956,22,2.0
2045,ND,Grand,"37,527","36,612",915,2.0
2046,ND,Grant,"1,320","1,278",42,3.0
2047,ND,Griggs,"1,155","1,128",27,2.0
2048,ND,Hettinger,"1,555","1,516",39,3.0
2049,ND,Kidder,"1,343","1,294",49,4.0
2050,ND,LaMoure,"2,272","2,216",56,3.0
2051,ND,Logan,948,921,27,3.0
2052,ND,McHenry,"3,281","3,143",138,4.0
2053,ND,McIntosh,"1,245","1,206",39,3.0
2054,ND,McKenzie,"9,209","8,980",229,3.0
2055,ND,McLean,"4,925","4,741",184,4.0
2056,ND,Mercer,"4,310","4,129",181,4.0
2057,ND,Morton,"16,273","15,772",501,3.0
2058,ND,Mountrail,"8,147","7,987",160,2.0
2059,ND,Nelson,"1,519","1,462",57,4.0
2060,ND,Oliver,883,831,52,6.0
2061,ND,Pembina,"3,611","3,418",193,5.0
2062,ND,Pierce,"1,839","1,762",77,4.0
2063,ND,Ramsey,"5,692","5,499",193,3.0
2064,ND,Ransom,"2,777","2,709",68,2.0
2065,ND,Renville,"1,339","1,294",45,3.0
2066,ND,Richland,"8,603","8,368",235,3.0
2067,ND,Rolette,"4,890","4,386",504,10.0
2068,ND,Sargent,"2,257","2,216",41,2.0
2069,ND,Sheridan,726,689,37,5.0
2070,ND,Sioux,"1,294","1,237",57,4.0
2071,ND,Slope,465,453,12,3.0
2072,ND,Stark,"20,298","19,749",549,3.0
2073,ND,Steele,"1,063","1,039",24,2.0
2074,ND,Stutsman,"10,713","10,437",276,3.0
2075,ND,Towner,"1,242","1,209",33,3.0
2076,ND,Traill,"4,452","4,326",126,3.0
2077,ND,Walsh,"5,580","5,347",233,4.0
2078,ND,Ward,"34,299","33,205","1,094",3.0
2079,ND,Wells,"2,173","2,086",87,4.0
2080,ND,Williams,"28,717","28,035",682,2.0
2082,OH,Adams,"10,681","9,842",839,8.0
2083,OH,Allen,"47,839","45,520","2,319",5.0
2084,OH,Ashland,"25,973","24,670","1,303",5.0
2085,OH,Ashtabula,"44,344","41,699","2,645",6.0
2086,OH,Athens,"27,908","26,172","1,736",6.0
2087,OH,Auglaize,"24,452","23,553",899,4.0
2088,OH,Belmont,"31,148","29,174","1,974",6.0
2089,OH,Brown,"19,485","18,272","1,213",6.0
2090,OH,Butler,"187,441","178,844","8,597",5.0
2091,OH,Carroll,"13,347","12,552",795,6.0
2092,OH,Champaign,"19,873","19,004",869,4.0
2093,OH,Clark,"64,075","60,875","3,200",5.0
2094,OH,Clermont,"102,671","98,041","4,630",5.0
2095,OH,Clinton,"16,685","15,650","1,035",6.0
2096,OH,Columbiana,"49,382","46,486","2,896",6.0
2097,OH,Coshocton,"15,850","14,841","1,009",6.0
2098,OH,Crawford,"19,074","17,968","1,106",6.0
2099,OH,Cuyahoga,"608,690","577,037","31,653",5.0
2100,OH,Darke,"26,215","25,098","1,117",4.0
2101,OH,Defiance,"18,671","17,756",915,5.0
2102,OH,Delaware,"102,340","98,729","3,611",4.0
2103,OH,Erie,"37,356","35,288","2,068",6.0
2104,OH,Fairfield,"74,877","71,619","3,258",4.0
2105,OH,Fayette,"14,022","13,330",692,5.0
2106,OH,Franklin,"655,826","629,006","26,820",4.0
2107,OH,Fulton,"22,435","21,342","1,093",5.0
2108,OH,Gallia,"12,204","11,412",792,7.0
2109,OH,Geauga,"48,668","46,625","2,043",4.0
2110,OH,Greene,"80,377","76,871","3,506",4.0
2111,OH,Guernsey,"19,200","18,011","1,189",6.0
2112,OH,Hamilton,"401,449","383,393","18,056",5.0
2113,OH,Hancock,"40,755","39,264","1,491",4.0
2114,OH,Hardin,"14,495","13,797",698,5.0
2115,OH,Harrison,"7,184","6,732",452,6.0
2116,OH,Henry,"13,547","12,790",757,6.0
2117,OH,Highland,"16,935","15,858","1,077",6.0
2118,OH,Hocking,"13,011","12,285",726,6.0
2119,OH,Holmes,"20,625","19,920",705,3.0
2120,OH,Huron,"27,611","25,796","1,815",7.0
2121,OH,Jackson,"13,047","12,067",980,8.0
2122,OH,Jefferson,"29,383","27,204","2,179",7.0
2123,OH,Knox,"31,227","29,779","1,448",5.0
2124,OH,Lake,"123,466","117,878","5,588",5.0
2125,OH,Lawrence,"24,897","23,438","1,459",6.0
2126,OH,Licking,"86,932","83,077","3,855",4.0
2127,OH,Logan,"23,096","22,124",972,4.0
2128,OH,Lorain,"149,794","141,416","8,378",6.0
2129,OH,Lucas,"208,736","197,666","11,070",5.0
2130,OH,Madison,"20,496","19,670",826,4.0
2131,OH,Mahoning,"106,925","100,417","6,508",6.0
2132,OH,Marion,"27,771","26,351","1,420",5.0
2133,OH,Medina,"94,463","90,539","3,924",4.0
2134,OH,Meigs,"9,093","8,345",748,8.0
2135,OH,Mercer,"23,003","22,250",753,3.0
2136,OH,Miami,"52,393","50,091","2,302",4.0
2137,OH,Monroe,"5,541","4,990",551,10.0
2138,OH,Montgomery,"249,052","236,593","12,459",5.0
2139,OH,Morgan,"6,703","6,214",489,7.0
2140,OH,Morrow,"16,684","15,844",840,5.0
2141,OH,Muskingum,"38,798","36,393","2,405",6.0
2142,OH,Noble,"4,972","4,611",361,7.0
2143,OH,Ottawa,"21,023","19,635","1,388",7.0
2144,OH,Paulding,"8,904","8,478",426,5.0
2145,OH,Perry,"15,824","14,791","1,033",7.0
2146,OH,Pickaway,"25,741","24,517","1,224",5.0
2147,OH,Pike,"10,472","9,706",766,7.0
2148,OH,Portage,"86,817","82,594","4,223",5.0
2149,OH,Preble,"20,983","19,972","1,011",5.0
2150,OH,Putnam,"18,663","17,940",723,4.0
2151,OH,Richland,"53,558","50,571","2,987",6.0
2152,OH,Ross,"33,713","31,907","1,806",5.0
2153,OH,Sandusky,"31,354","29,845","1,509",5.0
2154,OH,Scioto,"29,572","27,310","2,262",8.0
2155,OH,Seneca,"27,142","25,831","1,311",5.0
2156,OH,Shelby,"24,076","23,042","1,034",4.0
2157,OH,Stark,"186,530","176,711","9,819",5.0
2158,OH,Summit,"271,713","258,212","13,501",5.0
2159,OH,Trumbull,"91,394","85,504","5,890",6.0
2160,OH,Tuscarawas,"45,438","42,998","2,440",5.0
2161,OH,Union,"27,023","25,986","1,037",4.0
2162,OH,Van,"14,326","13,731",595,4.0
2163,OH,Vinton,"5,459","5,102",357,7.0
2164,OH,Warren,"112,405","107,739","4,666",4.0
2165,OH,Washington,"28,053","26,368","1,685",6.0
2166,OH,Wayne,"59,993","57,632","2,361",4.0
2167,OH,Williams,"19,010","18,171",839,4.0
